@edvaizey.txt:XX,edvaizey,Ed Vaizey,424,86,81
@edwardleighac.txt:XX,edwardleighac,EL,0,0,0
@ericjoyce.txt:XX,ericjoyce,Eric Joyce MP,845,51,4
@fabianhamilton.txt:XX,fabianhamilton,Fabian Hamilton,694,102,15
@fionamacmp.txt:XX,fionamacmp,Fiona Mactaggart,601,66,5
@frankfieldteam.txt:XX,frankfieldteam,Frank Field MP,235,8,3
@gavinshuker.txt:XX,gavinshuker,Gavin Shuker,576,24,12
@georgegalloway.txt:XX,georgegalloway,George Galloway,397,19,1
@geraldhowarth.txt:XX,geraldhowarth,Sir Gerald Howarth,207,14,5
@gildernewmp.txt:XX,gildernewmp,Michelle Gildernew,310,21,5
@glendajacksonmp.txt:XX,glendajacksonmp,Glenda Jackson,102,1,1
@grahamemorris.txt:XX,grahamemorris,Grahame Morris MP,214,9,6
@grahamstuart.txt:XX,grahamstuart,Graham Stuart MP,538,52,24
@grantshapps.txt:XX,grantshapps,Grant Shapps MP,787,64,49
@gregclarkmp.txt:XX,gregclarkmp,Greg Clark,311,30,14
@greggmcclymont.txt:XX,greggmcclymont,Gregg McClymont MP,179,10,1
@gregknightmp.txt:XX,gregknightmp,Sir Greg Knight MP,813,68,11
@halfon4harlowMP.txt:XX,halfon4harlowMP,Robert Halfon MP,533,84,44
@hammersmithandy.txt:XX,hammersmithandy,Andy Slaughter MP,259,7,5
@heidi_mp.txt:XX,heidi_mp,Heidi Alexander,648,59,17
@hilarybennmp.txt:XX,hilarybennmp,Hilary Benn MP,665,46,14
@hoeykateMP.txt:XX,HoeyKateMP,Kate Hoey,0,0,0
@iainastewart.txt:XX,iainastewart,Iain Stewart MP,747,46,9
@iswales.txt:XX,iswales, Ian Swales,513,74,16
@jameswhartonmp.txt:XX,jameswhartonmp,James Wharton MP,619,33,11
@janeellisonmp.txt:XX,janeellisonmp,Jane Ellison MP,511,63,33
@jeremycorbyn.txt:XX,jeremycorbyn,Jeremy Corbyn MP,684,63,16
@jimmurphymp.txt:XX,jimmurphymp,Jim Murphy,673,98,26
@johnhemmingmp.txt:XX,johnhemmingmp,John Hemming,552,44,11
@johnleechmcr.txt:XX,johnleechmcr,John Leech ,437,35,7
@johnmcdonnellMP.txt:XX,johnmcdonnellMP,John McDonnell,486,29,2
@johnpughmp.txt:XX,johnpughmp,John Pugh MP,310,16,2
@johnredwood.txt:XX,johnredwood,John Redwood,890,78,78
@jon_trickett.txt:XX,jon_trickett,Jon Trickett,636,77,27
@joswinson.txt:XX,joswinson,Jo Swinson ,729,37,6
@jowellt.txt:XX,jowellt,Tessa Jowell,615,47,27
@jreedmp.txt:XX,jreedmp,Jamie Reed,361,5,0
@jreynoldsMP.txt:XX,jreynoldsMP,Jonathan Reynolds MP,389,15,1
@julianhuppert.txt:XX,julianhuppert,Julian Huppert,396,18,4
@karen__bradley.txt:XX,karen__bradley,Karen Bradley,406,52,27
@karlmccartney.txt:XX,karlmccartney,Karl McCartney,210,15,2
@khopkinsmp.txt:XX,khopkinsmp,Kris Hopkins,348,40,22
@kwasikwarteng.txt:XX,kwasikwarteng,Kwasi Kwarteng,20,0,0
@leicesterliz.txt:XX,leicesterliz,Liz Kendall MP,554,34,21
@leighmp.txt:XX,leighmp,andyburnhammp,7,0,0
@lfeatherstone.txt:XX,lfeatherstone,Lynne Featherstone,357,24,17
@lisanandy.txt:XX,lisanandy,Lisa Nandy,487,35,9
@lucianaberger.txt:XX,lucianaberger,Luciana Berger,514,46,24
@malcolmbruce.txt:XX,malcolmbruce,Malcolm Bruce,574,46,4
@margarethodge.txt:XX,margarethodge,Margaret Hodge MP,718,45,19
@margotjamesmp.txt:XX,margotjamesmp,margot james,730,62,12
@mark4ceredigion.txt:XX,mark4ceredigion,Mark Williams,442,23,14
@markdurkan.txt:XX,markdurkan,Mark Durkan MP ,292,84,28
@markhuntermp.txt:XX,markhuntermp,Mark Hunter MP,515,67,19
@marklazarowicz.txt:XX,marklazarowicz,Mark Lazarowicz,261,36,12
@martinvickersmp.txt:XX,martinvickersmp,Martin Vickers,235,17,1
@marycreagh_mp.txt:XX,marycreagh_mp,Mary Creagh MP,465,36,15
@matthancockmp.txt:XX,matthancockmp,Matt Hancock,605,58,27
@meaglemp.txt:XX,meaglemp,Maria Eagle MP,301,27,10
@michaelmeacher.txt:XX,michaelmeacher,Michael Meacher,691,41,41
@mike_weatherley.txt:XX,mike_weatherley,Mike Weatherley MP,589,36,30
@mikefreermp.txt:XX,mikefreermp,Mike Freer MP,677,69,12
@mikeweirsnp.txt:XX,mikeweirsnp,Mike Weir,413,12,2
@mowat4ws.txt:XX,mowat4ws,David Mowat MP,445,50,18
@murrisonMP.txt:XX,murrisonMP,andrew murrison,604,44,3
@nadhimzahawi.txt:XX,nadhimzahawi,Nadhim Zahawi,233,8,2
@naomi_long.txt:XX,naomi_long,Naomi Long MP,564,12,1
@neil_mp.txt:XX,neil_mp,Neil Carmichael MP,567,51,11
@nick_clegg.txt:XX,nick_clegg,Nick Clegg,669,47,13
@nickdebois.txt:XX,nickdebois,Nick de Bois MP,728,39,8
@nickherbertmp.txt:XX,nickherbertmp,Nick Herbert,453,53,37
@nickhurdmp.txt:XX,nickhurdmp,Nick Hurd MP,441,51,10
@nickhurdrnp.txt:XX,nickhurdrnp,Nick Hurd,239,26,2
@nicolablackwood.txt:XX,nicolablackwood,Nicola Blackwood,399,38,31
@normanlamb.txt:XX,normanlamb,Norman Lamb,683,33,11
@olivercolvile.txt:XX,olivercolvile,Oliver Colvile MP,616,64,8
@pamela_nash.txt:XX,pamela_nash,Pamela Nash MP,284,9,0
@patmcfaddenmp.txt:XX,patmcfaddenmp,Pat McFadden,455,36,13
@pauluppalmp.txt:XX,pauluppalmp,Paul Uppal,623,50,7
@peter_aldous.txt:XX,peter_aldous,Peter Aldous MP,521,23,7
@pritipatelmp.txt:XX,pritipatelmp,Priti Patel,347,127,34
@robertabwMP.txt:XX,robertabwMP,R. Blackman-Woods,419,21,7
@robwilsonmp.txt:XX,robwilsonmp,Rob Wilson (MP),4,0,0
@rosie4westlancs.txt:XX,rosie4westlancs,Rosie Cooper MP,766,85,18
@rushanaraali.txt:XX,rushanaraali,Rushanara Ali,328,22,8
@russellbrownmp.txt:XX,russellbrownmp,Russell Brown,554,50,16
@sajidjavid.txt:XX,sajidjavid,Sajid Javid MP,738,63,31
@sbrine.txt:XX,sbrine,Steve Brine,851,74,44
@sheryllmurray.txt:XX,sheryllmurray,Sheryll Murray MP,733,45,25
@simonreevell.txt:XX,simonreevell,Simon Reevell,479,52,5
@spellar.txt:XX,spellar,john spellar,446,37,26
@stellacreasy.txt:XX,stellacreasy,stellacreasy,559,47,13
@stephen_gilbert.txt:XX,stephen_gilbert,Stephen Gilbert MP,527,74,39
@stephen_mosley.txt:XX,stephen_mosley,Stephen Mosley MP,375,56,27
@stephenctimms.txt:XX,stephenctimms,Stephen Timms,589,71,12
@steve_mccabe.txt:XX,steve_mccabe,Steve McCabe,603,73,14
@stevewebb1.txt:XX,stevewebb1,Steve Webb,354,35,10
@swilliamsmp.txt:XX,swilliamsmp,Stephen Williams MP,644,50,22
@tcunninghammp1.txt:XX,tcunninghammp1,Tony Cunningham MP,240,26,21
@tessamunt.txt:XX,tessamunt,Tessa Munt MP,372,32,22
@theresecoffey.txt:XX,theresecoffey,Therese Coffey,594,35,4
@thomasbrake.txt:XX,thomasbrake,Tom Brake MP,815,84,38
@timfarron.txt:XX,timfarron,Tim Farron,825,12,2
@timloughton.txt:XX,timloughton,Tim Loughton MP,468,97,17
@tobyperkinsmp.txt:XX,tobyperkinsmp,Toby Perkins MP,388,53,13
@tom_watson.txt:XX,tom_watson,tom_watson,799,18,11
@tomgreatrexmp.txt:XX,tomgreatrexmp,Tom Greatrex,569,78,21
@tpearce003.txt:XX,tpearce003,teresa pearce,617,43,24
@tracey_crouch.txt:XX,tracey_crouch,Tracey Crouch,663,63,22
@trussliz.txt:XX,trussliz,Elizabeth Truss,511,83,21
@uxbridgewalrus.txt:XX,uxbridgewalrus,John Randall,449,12,2
@vincecable.txt:XX,vincecable,Vince Cable,292,26,20
